sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,nominal_length,read_count,fastq_ftp,sra_ftp
SAMN03283347,SRR1766505,9606,Homo sapiens,Illumina HiSeq 2500,PAIRED,,11782733,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1766505/SRR1766505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1766505/SRR1766505_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1766505
SAMN01761508,ERR3974139,9606,Homo sapiens,Illumina NovaSeq 6000,PAIRED,450.0,33649974,ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/009/ERR3974139/ERR3974139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR397/009/ERR3974139/ERR3974139_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR397/009/ERR3974139
SAMN02252750,SRR7519640,6669,Daphnia pulex,Illumina Genome Analyzer II,PAIRED,,17139843,ftp.sra.ebi.ac.uk/vol1/fastq/SRR751/000/SRR7519640/SRR7519640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR751/000/SRR7519640/SRR7519640_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR751/000/SRR7519640
SAMEA3942013,ERR1543262,10090,Mus musculus,Illumina HiSeq 2500,PAIRED,118.0,33574274,ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/002/ERR1543262/ERR1543262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/002/ERR1543262/ERR1543262_2.fastq.gz;,
SAMEA4851555,ERR2932442,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,286.0,27762164,ftp.sra.ebi.ac.uk/vol1/fastq/ERR293/002/ERR2932442/ERR2932442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR293/002/ERR2932442/ERR2932442_2.fastq.gz;,
SAMEA4025383,ERR1714071,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,451.0,20278480,ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1714071/ERR1714071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1714071/ERR1714071_2.fastq.gz;,
SAMN00000522,SRR023380,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,498.0,13750920,ftp.sra.ebi.ac.uk/vol1/fastq/SRR023/SRR023380/SRR023380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR023/SRR023380/SRR023380_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR023/SRR023380
SAMEA104359117,ERR2977586,6289,Haemonchus contortus,Illumina HiSeq 4000,PAIRED,457.0,24911394,ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/006/ERR2977586/ERR2977586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/006/ERR2977586/ERR2977586_2.fastq.gz;,
SAMEA103958053,ERR2144206,10090,Mus musculus,HiSeq X Ten,PAIRED,436.0,21008786,ftp.sra.ebi.ac.uk/vol1/fastq/ERR214/006/ERR2144206/ERR2144206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR214/006/ERR2144206/ERR2144206_2.fastq.gz;,
SAMN02439827,SRR1271620,932674,Corvus cornix cornix,Illumina HiSeq 2000,PAIRED,,14871210,ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR1271620/SRR1271620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR1271620/SRR1271620_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR127/000/SRR1271620
SAMEA3895643,ERR1309156,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,565.0,22281539,ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/006/ERR1309156/ERR1309156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/006/ERR1309156/ERR1309156_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR130/006/ERR1309156
SAMEA1094242,ERR134277,10090,Mus musculus,Illumina HiSeq 2000,PAIRED,317.0,19231869,ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134277/ERR134277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134277/ERR134277_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR134/ERR134277
SAMEA4851713,ERR2977108,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,442.0,23134614,ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/008/ERR2977108/ERR2977108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR297/008/ERR2977108/ERR2977108_2.fastq.gz;,
SAMN04044859,SRR2492624,9606,Homo sapiens,Illumina HiSeq 2000,SINGLE,,12577065,ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/004/SRR2492624/SRR2492624.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR249/004/SRR2492624
SAMEA104151870,ERR2026113,3505,Betula pendula,NextSeq 500,PAIRED,500.0,33494733,ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2026113/ERR2026113.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2026113/ERR2026113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2026113/ERR2026113_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR202/003/ERR2026113
SAMEA104337098,ERR2657160,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,450.0,30587202,ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/000/ERR2657160/ERR2657160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/000/ERR2657160/ERR2657160_2.fastq.gz;,
SAMN00801372,ERR005845,9606,Homo sapiens,Illumina Genome Analyzer,PAIRED,171.0,15162772,ftp.sra.ebi.ac.uk/vol1/fastq/ERR005/ERR005845/ERR005845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR005/ERR005845/ERR005845_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR005/ERR005845/col/X/data
SAMN12638675,SRR10038770,4555,Setaria italica,HiSeq X Ten,PAIRED,,13886931,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10038770/SRR10038770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10038770/SRR10038770_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/070/SRR10038770
SAMN01173937,SRR585611,3712,Brassica oleracea,Illumina HiSeq 2000,PAIRED,9050.0,19098321,ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585611/SRR585611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR585/SRR585611/SRR585611_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR585/SRR585611
SAMEA1093170,ERR3272355,4932,Saccharomyces cerevisiae,Illumina HiSeq 4000,PAIRED,268.0,10007410,ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3272355/ERR3272355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/005/ERR3272355/ERR3272355_2.fastq.gz;,
SAMN07249680,SRR5809824,36470,Streptococcus sp. 'group A',NextSeq 500,PAIRED,,18188007,ftp.sra.ebi.ac.uk/vol1/fastq/SRR580/004/SRR5809824/SRR5809824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR580/004/SRR5809824/SRR5809824_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR580/004/SRR5809824
SAMN07828327,SRR6235993,6239,Caenorhabditis elegans,Illumina HiSeq 2500,PAIRED,,15674207,ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/003/SRR6235993/SRR6235993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/003/SRR6235993/SRR6235993_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR623/003/SRR6235993
SAMN03492678,SRR2052395,9606,Homo sapiens,Illumina HiSeq 2500,PAIRED,,30695360,ftp.sra.ebi.ac.uk/vol1/fastq/SRR205/005/SRR2052395/SRR2052395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR205/005/SRR2052395/SRR2052395_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR205/005/SRR2052395
SAMN01942175,SRR769839,3605,Vitis aestivalis,Illumina Genome Analyzer II,PAIRED,,16783630,ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/SRR769839/SRR769839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR769/SRR769839/SRR769839_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR769/SRR769839
SAMN10411924,SRR8194258,13443,Coffea arabica,Illumina HiSeq 2500,PAIRED,,23559978,ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/008/SRR8194258/SRR8194258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/008/SRR8194258/SRR8194258_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR819/008/SRR8194258
SAMEA2394783,ERR568396,5833,Plasmodium falciparum,Illumina HiSeq 2000,PAIRED,222.0,34185532,ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/ERR568396/ERR568396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/ERR568396/ERR568396_2.fastq.gz;,
SAMN06858924,SRR5513399,4530,Oryza sativa,Illumina HiSeq 2000,PAIRED,,29731667,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5513399/SRR5513399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5513399/SRR5513399_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/009/SRR5513399
SAMN00007755,SRR032764,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,531.0,25527055,ftp.sra.ebi.ac.uk/vol1/fastq/SRR032/SRR032764/SRR032764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR032/SRR032764/SRR032764_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR032/SRR032764
SAMEA5560844,ERR3381033,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,285.0,27470070,ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3381033/ERR3381033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/003/ERR3381033/ERR3381033_2.fastq.gz;,
SAMEA2040130,ERR670589,5823,Plasmodium berghei ANKA,Illumina HiSeq 2000,PAIRED,413.0,13001976,ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670589/ERR670589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670589/ERR670589_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670589
SAMN06843888,SRR5484885,3821,Cajanus cajan,Illumina HiSeq 2000,PAIRED,,40443505,ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5484885/SRR5484885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5484885/SRR5484885_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR548/005/SRR5484885
SAMN04580713,SRR3297149,4530,Oryza sativa,NextSeq 500,PAIRED,,41856423,ftp.sra.ebi.ac.uk/vol1/fastq/SRR329/009/SRR3297149/SRR3297149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR329/009/SRR3297149/SRR3297149_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR329/009/SRR3297149
SAMN07490971,SRR5963891,4615,Ananas comosus,Illumina HiSeq 2500,PAIRED,,28476959,ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5963891/SRR5963891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5963891/SRR5963891_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR596/001/SRR5963891
SAMN02719642,SRR1287863,61476,Timema cristinae,Illumina HiSeq 2500,PAIRED,,11360738,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR1287863/SRR1287863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR1287863/SRR1287863_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR128/003/SRR1287863
SAMEA104483149,ERR2591084,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,492.0,35299528,ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2591084/ERR2591084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2591084/ERR2591084_2.fastq.gz;,
SAMN12024191,SRR10127693,2587043,Ochrobactrum sp. RH1CCR137,Illumina NovaSeq 6000,PAIRED,,11074181,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10127693/SRR10127693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/093/SRR10127693/SRR10127693_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/093/SRR10127693
SAMN11457868,SRR8936111,4530,Oryza sativa,HiSeq X Ten,PAIRED,,44897006,ftp.sra.ebi.ac.uk/vol1/fastq/SRR893/001/SRR8936111/SRR8936111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR893/001/SRR8936111/SRR8936111_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR893/001/SRR8936111
SAMEA5751438,ERR3469837,573,Klebsiella pneumoniae,HiSeq X Ten,PAIRED,468.0,11003434,ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/007/ERR3469837/ERR3469837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/007/ERR3469837/ERR3469837_2.fastq.gz;,
SAMN06921001,SRR5520338,29910,Tolypocladium inflatum,HiSeq X Ten,PAIRED,,13712543,ftp.sra.ebi.ac.uk/vol1/fastq/SRR552/008/SRR5520338/SRR5520338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR552/008/SRR5520338/SRR5520338_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR552/008/SRR5520338
SAMN02053884,SRR831326,4513,Hordeum vulgare,Illumina HiSeq 2000,PAIRED,200.0,39422839,ftp.sra.ebi.ac.uk/vol1/fastq/SRR831/SRR831326/SRR831326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR831/SRR831326/SRR831326_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR831/SRR831326
SAMN10216246,SRR7977591,2448451,Nomia melanderi,Illumina HiSeq 4000,PAIRED,,13182749,ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/001/SRR7977591/SRR7977591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR797/001/SRR7977591/SRR7977591_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR797/001/SRR7977591
SAMN07341332,SRR5891730,3603,Vitis,Illumina HiSeq 4000,PAIRED,,36016790,ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/000/SRR5891730/SRR5891730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/000/SRR5891730/SRR5891730_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR589/000/SRR5891730
SAMN09519066,SRR7811268,4006,Linum usitatissimum,Illumina HiSeq 2500,PAIRED,,31644995,ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811268/SRR7811268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811268/SRR7811268_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR781/008/SRR7811268
SAMN11414982,SRR8896369,74151,Helianthus petiolaris subsp. petiolaris,Illumina HiSeq 4000,PAIRED,,27790730,ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/009/SRR8896369/SRR8896369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/009/SRR8896369/SRR8896369_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR889/009/SRR8896369
SAMEA4671437,ERR3594861,6289,Haemonchus contortus,Illumina HiSeq 2500,PAIRED,475.0,27864950,ftp.sra.ebi.ac.uk/vol1/fastq/ERR359/001/ERR3594861/ERR3594861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR359/001/ERR3594861/ERR3594861_2.fastq.gz;,
SAMEA4643127,ERR3467550,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,545.0,32329328,ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/000/ERR3467550/ERR3467550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/000/ERR3467550/ERR3467550_2.fastq.gz;,
SAMEA1904632,ERR299124,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,474.0,17294029,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299124/ERR299124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299124/ERR299124_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR299/ERR299124
SAMEA4851454,ERR2844455,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,513.0,22551648,ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2844455/ERR2844455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR284/005/ERR2844455/ERR2844455_2.fastq.gz;,
SAMN06205118,SRR5243242,3055,Chlamydomonas reinhardtii,Illumina HiSeq 4000,PAIRED,,14955449,ftp.sra.ebi.ac.uk/vol1/fastq/SRR524/002/SRR5243242/SRR5243242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR524/002/SRR5243242/SRR5243242_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR524/002/SRR5243242
SAMN00002003,SRR016027,9606,Homo sapiens,Illumina Genome Analyzer,PAIRED,300.0,10038262,ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016027/SRR016027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016027/SRR016027_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR016/SRR016027
SAMN09946504,SRR7779981,176275,Beauveria bassiana,HiSeq X Ten,PAIRED,,15967757,ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779981/SRR7779981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR777/001/SRR7779981/SRR7779981_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR777/001/SRR7779981
SAMN03003521,SRR4022446,38727,Panicum virgatum,Illumina HiSeq 2000,PAIRED,,12411271,ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/006/SRR4022446/SRR4022446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/006/SRR4022446/SRR4022446_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR402/006/SRR4022446
SAMEA4851839,ERR2908296,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,453.0,19860922,ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2908296/ERR2908296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2908296/ERR2908296_2.fastq.gz;,
SAMN02803811,SRR1302211,30065,Anopheles koliensis,Illumina Genome Analyzer II,PAIRED,300.0,37073523,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1302211/SRR1302211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1302211/SRR1302211_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR130/001/SRR1302211
SAMN00001659,SRR005241,9606,Homo sapiens,Illumina Genome Analyzer,SINGLE,,12885503,ftp.sra.ebi.ac.uk/vol1/fastq/SRR005/SRR005241/SRR005241.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR005/SRR005241
SAMN05519037,SRR4027804,4530,Oryza sativa,Illumina Genome Analyzer IIx,PAIRED,,24976364,ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/004/SRR4027804/SRR4027804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR402/004/SRR4027804/SRR4027804_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR402/004/SRR4027804
SAMN13167839,SRR10672688,2652153,Miscanthus sacchariflorus x Miscanthus sinensis,Illumina NovaSeq 6000,PAIRED,,38741044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/088/SRR10672688/SRR10672688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/088/SRR10672688/SRR10672688_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR106/088/SRR10672688
SAMN07341572,SRR5891964,29760,Vitis vinifera,Illumina HiSeq 4000,PAIRED,,40730831,ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/004/SRR5891964/SRR5891964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR589/004/SRR5891964/SRR5891964_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR589/004/SRR5891964
SAMEA3931938,ERR1638832,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,414.0,25840278,ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1638832/ERR1638832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1638832/ERR1638832_2.fastq.gz;,
SAMN07513151,SRR5940423,4232,Helianthus annuus,HiSeq X Ten,PAIRED,,42218885,ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5940423/SRR5940423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5940423/SRR5940423_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5940423
SAMN05928754,SRR4456902,29729,Gossypium arboreum,Illumina HiSeq 2500,PAIRED,,32335840,ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/002/SRR4456902/SRR4456902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/002/SRR4456902/SRR4456902_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR445/002/SRR4456902
SAMEA3895624,ERR1308767,4932,Saccharomyces cerevisiae,Illumina HiSeq 2000,PAIRED,536.0,12253827,ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/007/ERR1308767/ERR1308767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR130/007/ERR1308767/ERR1308767_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR130/007/ERR1308767
SAMEA5202758,ERR3021453,3565,Amaranthus hybridus,Illumina HiSeq 4000,PAIRED,500.0,17608894,ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/003/ERR3021453/ERR3021453.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/003/ERR3021453/ERR3021453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/003/ERR3021453/ERR3021453_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR302/003/ERR3021453
SAMN00001593,ERR009057,9606,Homo sapiens,Illumina Genome Analyzer,SINGLE,,13384450,ftp.sra.ebi.ac.uk/vol1/fastq/ERR009/ERR009057/ERR009057.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR009/ERR009057
SAMN04562525,SRR3285619,7227,Drosophila melanogaster,NextSeq 500,PAIRED,,31273523,ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285619/SRR3285619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285619/SRR3285619_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR328/009/SRR3285619
SAMN11417223,SRR8895787,73274,Helianthus anomalus,Illumina HiSeq 4000,PAIRED,,33481660,ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/007/SRR8895787/SRR8895787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR889/007/SRR8895787/SRR8895787_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR889/007/SRR8895787
SAMN03998391,SRR2172320,9606,Homo sapiens,Illumina HiSeq 2000,SINGLE,,11196107,ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/000/SRR2172320/SRR2172320.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR217/000/SRR2172320
SAMN04126536,SRR2549463,4558,Sorghum bicolor,Illumina HiSeq 2000,PAIRED,,46491561,ftp.sra.ebi.ac.uk/vol1/fastq/SRR254/003/SRR2549463/SRR2549463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR254/003/SRR2549463/SRR2549463_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR254/003/SRR2549463
SAMEA3177572,ERR711216,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,5000.0,19521745,ftp.sra.ebi.ac.uk/vol1/fastq/ERR711/ERR711216/ERR711216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR711/ERR711216/ERR711216_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR711/ERR711216
SAMEA103943554,ERR2363866,5833,Plasmodium falciparum,HiSeq X Ten,PAIRED,361.0,28888742,ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/006/ERR2363866/ERR2363866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR236/006/ERR2363866/ERR2363866_2.fastq.gz;,
SAMEA1886367,ERR271197,1097170,Leishmania major x Leishmania donovani,Illumina HiSeq 2000,PAIRED,433.0,35553090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR271/ERR271197/ERR271197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR271/ERR271197/ERR271197_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR271/ERR271197
SAMN00116341,SRR069736,9541,Macaca fascicularis,Illumina Genome Analyzer II,PAIRED,2000.0,10135249,ftp.sra.ebi.ac.uk/vol1/fastq/SRR069/SRR069736/SRR069736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR069/SRR069736/SRR069736_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR069/SRR069736
SAMEA2072779,ERR381832,7165,Anopheles gambiae,Illumina HiSeq 2000,PAIRED,190.0,32805726,ftp.sra.ebi.ac.uk/vol1/fastq/ERR381/ERR381832/ERR381832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR381/ERR381832/ERR381832_2.fastq.gz;,
SAMEA5233489,ERR3345163,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,432.0,22560760,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3345163/ERR3345163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/003/ERR3345163/ERR3345163_2.fastq.gz;,
