sample_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,read_count,fastq_ftp,sra_ftp
SAMN07652655,SRR6040549,9606,Homo sapiens,NextSeq 500,SINGLE,4401248,ftp.sra.ebi.ac.uk/vol1/fastq/SRR604/009/SRR6040549/SRR6040549.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR604/009/SRR6040549
SAMEA4730715,ERR2914789,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,215834,ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/009/ERR2914789/ERR2914789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/009/ERR2914789/ERR2914789_2.fastq.gz;,
SAMN05559024,SRR4019914,487,Neisseria meningitidis,Illumina HiSeq 2500,PAIRED,1136880,ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/004/SRR4019914/SRR4019914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/004/SRR4019914/SRR4019914_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR401/004/SRR4019914
SAMEA5561988,ERR3275760,1773,Mycobacterium tuberculosis,Illumina HiSeq 2500,SINGLE,5291112,ftp.sra.ebi.ac.uk/vol1/fastq/ERR327/000/ERR3275760/ERR3275760.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR327/000/ERR3275760
SAMN13964330,SRR11005777,2577704,"Salmonella enterica subsp. salamae serovar 35:g,m,s,t:-",NextSeq 500,PAIRED,1410505,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/077/SRR11005777/SRR11005777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/077/SRR11005777/SRR11005777_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR110/077/SRR11005777
SAMEA3421169,ERR2516820,1773,Mycobacterium tuberculosis,Illumina HiSeq 2500,PAIRED,3840460,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516820/ERR2516820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2516820/ERR2516820_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR251/000/ERR2516820
SAMEA5560736,ERR3371580,7165,Anopheles gambiae,HiSeq X Ten,PAIRED,24605326,ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/000/ERR3371580/ERR3371580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR337/000/ERR3371580/ERR3371580_2.fastq.gz;,
SAMEA4930915,ERR3682777,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,2658908,ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3682777/ERR3682777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR368/007/ERR3682777/ERR3682777_2.fastq.gz;,
SAMEA5666686,ERR3344251,1336,Streptococcus equi,Illumina MiSeq,SINGLE,117826,ftp.sra.ebi.ac.uk/vol1/fastq/ERR334/001/ERR3344251/ERR3344251.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR334/001/ERR3344251
SAMEA104208825,ERR2710416,749906,gut metagenome,Illumina MiSeq,PAIRED,102672,ftp.sra.ebi.ac.uk/vol1/fastq/ERR271/006/ERR2710416/ERR2710416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR271/006/ERR2710416/ERR2710416_2.fastq.gz;,
SAMN07734772,SRR6128362,59201,Salmonella enterica subsp. enterica,Illumina HiSeq 2000,PAIRED,5239787,ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/002/SRR6128362/SRR6128362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/002/SRR6128362/SRR6128362_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR612/002/SRR6128362
SAMEA2535041,ERR552973,1494075,Mycobacterium tuberculosis complex sp.,Illumina HiSeq 2500,PAIRED,868379,ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552973/ERR552973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552973/ERR552973_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR552/ERR552973
SAMEA104355872,ERR2213089,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,2392762,ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2213089/ERR2213089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2213089/ERR2213089_2.fastq.gz;,
SAMN04096129,SRR2584931,413997,Escherichia coli B str. REL606,Illumina HiSeq 2000,PAIRED,1544957,ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/001/SRR2584931/SRR2584931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR258/001/SRR2584931/SRR2584931_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR258/001/SRR2584931
SAMN06050205,SRR5053647,294,Pseudomonas fluorescens,NextSeq 500,PAIRED,1187196,ftp.sra.ebi.ac.uk/vol1/fastq/SRR505/007/SRR5053647/SRR5053647.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR505/007/SRR5053647
SAMN11836204,SRR9650351,113288,Aeromonas salmonicida subsp. achromogenes,Illumina MiSeq,PAIRED,1777866,ftp.sra.ebi.ac.uk/vol1/fastq/SRR965/001/SRR9650351/SRR9650351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR965/001/SRR9650351/SRR9650351_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR965/001/SRR9650351
SAMN03477090,SRR1967012,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Illumina HiSeq 2500,PAIRED,1829502,ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/002/SRR1967012/SRR1967012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/002/SRR1967012/SRR1967012_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR196/002/SRR1967012
SAMEA6568132,ERR3953259,540993,HIV-1 unknown group,Illumina HiSeq 2500,PAIRED,1694180,ftp.sra.ebi.ac.uk/vol1/fastq/ERR395/009/ERR3953259/ERR3953259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR395/009/ERR3953259/ERR3953259_2.fastq.gz;,
SAMN09783850,SRR7662749,470,Acinetobacter baumannii,NextSeq 500,PAIRED,1878917,ftp.sra.ebi.ac.uk/vol1/fastq/SRR766/009/SRR7662749/SRR7662749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR766/009/SRR7662749/SRR7662749_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR766/009/SRR7662749
SAMN04961970,SRR4012672,28901,Salmonella enterica,NextSeq 500,PAIRED,3298423,ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/002/SRR4012672/SRR4012672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR401/002/SRR4012672/SRR4012672_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR401/002/SRR4012672
SAMN04942985,SRR3476253,317,Pseudomonas syringae,Illumina HiSeq 2500,PAIRED,440684,ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/003/SRR3476253/SRR3476253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/003/SRR3476253/SRR3476253_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR347/003/SRR3476253
SAMN00004624,ERR243037,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,1724611,ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/ERR243037/ERR243037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR243/ERR243037/ERR243037_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR243/ERR243037
SAMN13160273,SRR10367868,197,Campylobacter jejuni,Illumina MiSeq,PAIRED,745385,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/068/SRR10367868/SRR10367868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/068/SRR10367868/SRR10367868_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/068/SRR10367868
SAMEA3098853,ERR663255,5833,Plasmodium falciparum,Illumina HiSeq 2000,PAIRED,12800119,ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/ERR663255/ERR663255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR663/ERR663255/ERR663255_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR663/ERR663255
SAMEA837913,ERR019558,1773,Mycobacterium tuberculosis,Illumina Genome Analyzer II,PAIRED,883224,ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019558/ERR019558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR019/ERR019558/ERR019558_2.fastq.gz;,
SAMN07599930,SRR6001194,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,1548486,ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6001194/SRR6001194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6001194/SRR6001194_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR600/004/SRR6001194
SAMN02581379,SRR1197652,1438686,Escherichia coli CHS 77,Illumina HiSeq 2000,PAIRED,2574338,ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1197652/SRR1197652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1197652/SRR1197652_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR119/002/SRR1197652
SAMEA4559408,ERR1741563,1311,Streptococcus agalactiae,Illumina HiSeq 2500,PAIRED,1162516,ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1741563/ERR1741563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1741563/ERR1741563_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1741563
SAMEA104060793,ERR1971344,562,Escherichia coli,Illumina MiSeq,PAIRED,1307334,ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971344/ERR1971344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971344/ERR1971344_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR197/004/ERR1971344
SAMEA5039294,ERR3843656,28901,Salmonella enterica,HiSeq X Ten,PAIRED,2187030,ftp.sra.ebi.ac.uk/vol1/fastq/ERR384/006/ERR3843656/ERR3843656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR384/006/ERR3843656/ERR3843656_2.fastq.gz;,
SAMEA4682227,ERR2918821,5833,Plasmodium falciparum,Illumina MiSeq,PAIRED,57134,ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/001/ERR2918821/ERR2918821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR291/001/ERR2918821/ERR2918821_2.fastq.gz;,
SAMN05607341,SRR6728025,562,Escherichia coli,Illumina MiSeq,PAIRED,771568,ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6728025/SRR6728025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6728025/SRR6728025_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR672/005/SRR6728025
SAMN02596600,SRR1144980,9233,Aptenodytes forsteri,Illumina Genome Analyzer II,PAIRED,18615151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1144980/SRR1144980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR1144980/SRR1144980_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR114/000/SRR1144980
SAMN07775389,SRR6180832,624,Shigella sonnei,Illumina MiSeq,PAIRED,721750,ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180832/SRR6180832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR618/002/SRR6180832/SRR6180832_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR618/002/SRR6180832
SAMN13681273,SRR10813091,4577,Zea mays,Illumina HiSeq 2500,PAIRED,14902416,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/091/SRR10813091/SRR10813091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/091/SRR10813091/SRR10813091_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR108/091/SRR10813091
SAMN11101229,SRR8708058,28901,Salmonella enterica,Illumina MiSeq,PAIRED,993535,ftp.sra.ebi.ac.uk/vol1/fastq/SRR870/008/SRR8708058/SRR8708058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR870/008/SRR8708058/SRR8708058_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR870/008/SRR8708058
SAMEA4732483,ERR2667745,1313,Streptococcus pneumoniae,HiSeq X Ten,PAIRED,3405944,ftp.sra.ebi.ac.uk/vol1/fastq/ERR266/005/ERR2667745/ERR2667745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR266/005/ERR2667745/ERR2667745_2.fastq.gz;,
SAMN02743844,SRR1284431,181097,Corvus corone corone,Illumina HiSeq 2000,PAIRED,15003026,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR1284431/SRR1284431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR1284431/SRR1284431_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR128/001/SRR1284431
SAMEA3354333,ERR1065534,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,4465784,ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/004/ERR1065534/ERR1065534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/004/ERR1065534/ERR1065534_2.fastq.gz;,
SAMN05212566,SRR3646470,13489,Dicentrarchus labrax,Illumina HiSeq 2500,SINGLE,3073021,ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/000/SRR3646470/SRR3646470.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR364/000/SRR3646470
SAMN12644085,SRR10026512,28901,Salmonella enterica,Illumina MiSeq,PAIRED,1509041,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/012/SRR10026512/SRR10026512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/012/SRR10026512/SRR10026512_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR100/012/SRR10026512
SAMN06315070,SRR5266448,7656,Paracentrotus lividus,Illumina HiSeq 2500,SINGLE,5125498,ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/008/SRR5266448/SRR5266448.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR526/008/SRR5266448
SAMN04033072,SRR2339635,1392,Bacillus anthracis,Illumina HiSeq 2500,SINGLE,2399357,ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/005/SRR2339635/SRR2339635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR233/005/SRR2339635/SRR2339635_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR233/005/SRR2339635
SAMN12082480,SRR9321140,1351,Enterococcus faecalis,Illumina MiSeq,PAIRED,977507,ftp.sra.ebi.ac.uk/vol1/fastq/SRR932/000/SRR9321140/SRR9321140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR932/000/SRR9321140/SRR9321140_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR932/000/SRR9321140
SAMN05799465,SRR4288978,28150,Salmonella enterica subsp. enterica serovar Senftenberg,Illumina MiSeq,PAIRED,1635589,ftp.sra.ebi.ac.uk/vol1/fastq/SRR428/008/SRR4288978/SRR4288978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR428/008/SRR4288978/SRR4288978_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR428/008/SRR4288978
SAMN00801684,ERR000594,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,12297553,ftp.sra.ebi.ac.uk/vol1/fastq/ERR000/ERR000594/ERR000594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR000/ERR000594/ERR000594_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR000/ERR000594/col/Y/data
SAMEA4980665,ERR3769319,1351,Enterococcus faecalis,HiSeq X Ten,PAIRED,2063742,ftp.sra.ebi.ac.uk/vol1/fastq/ERR376/009/ERR3769319/ERR3769319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR376/009/ERR3769319/ERR3769319_2.fastq.gz;,
SAMN00001694,SRR004075,9606,Homo sapiens,Illumina Genome Analyzer II,PAIRED,12477480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR004/SRR004075/SRR004075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR004/SRR004075/SRR004075_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR004/SRR004075
SAMN11539641,SRR9002820,520,Bordetella pertussis,Illumina MiSeq,PAIRED,603548,ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/000/SRR9002820/SRR9002820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR900/000/SRR9002820/SRR9002820_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR900/000/SRR9002820
SAMN02183777,SRR872291,4558,Sorghum bicolor,Illumina HiSeq 2000,SINGLE,2504397,ftp.sra.ebi.ac.uk/vol1/fastq/SRR872/SRR872291/SRR872291.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR872/SRR872291
SAMN13658949,SRR10748725,1639,Listeria monocytogenes,Illumina MiSeq,PAIRED,822461,ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/025/SRR10748725/SRR10748725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/025/SRR10748725/SRR10748725_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR107/025/SRR10748725
SAMEA2384595,ERR554517,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,3871858,ftp.sra.ebi.ac.uk/vol1/fastq/ERR554/ERR554517/ERR554517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR554/ERR554517/ERR554517_2.fastq.gz;,
SAMEA3355659,ERR863237,1280,Staphylococcus aureus,Illumina MiSeq,PAIRED,99818,ftp.sra.ebi.ac.uk/vol1/fastq/ERR863/ERR863237/ERR863237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR863/ERR863237/ERR863237_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR863/ERR863237
SAMN09761898,SRR8873315,2292670,Galium californicum subsp. sierrae,NextSeq 500,PAIRED,1435114,ftp.sra.ebi.ac.uk/vol1/fastq/SRR887/005/SRR8873315/SRR8873315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR887/005/SRR8873315/SRR8873315_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR887/005/SRR8873315
SAMN09428457,SRR7346447,28101,Phyllobacterium myrsinacearum,Illumina HiSeq 2500,PAIRED,4263139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR734/007/SRR7346447/SRR7346447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR734/007/SRR7346447/SRR7346447_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR734/007/SRR7346447
SAMEA2633090,ERR671253,32644,unidentified,Illumina MiSeq,PAIRED,52870,ftp.sra.ebi.ac.uk/vol1/fastq/ERR671/ERR671253/ERR671253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR671/ERR671253/ERR671253_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR671/ERR671253
SAMN04623693,SRR3349253,485,Neisseria gonorrhoeae,Illumina HiSeq 2000,PAIRED,534056,ftp.sra.ebi.ac.uk/vol1/fastq/SRR334/003/SRR3349253/SRR3349253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR334/003/SRR3349253/SRR3349253_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR334/003/SRR3349253
SAMN00006579,ERR1488362,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,576328,ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/002/ERR1488362/ERR1488362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/002/ERR1488362/ERR1488362_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR148/002/ERR1488362
SAMN10473876,SRR8240410,562,Escherichia coli,Illumina HiSeq 2500,PAIRED,1884967,ftp.sra.ebi.ac.uk/vol1/fastq/SRR824/000/SRR8240410/SRR8240410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR824/000/SRR8240410/SRR8240410_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR824/000/SRR8240410
SAMEA2434808,ERR570443,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,5717034,ftp.sra.ebi.ac.uk/vol1/fastq/ERR570/ERR570443/ERR570443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR570/ERR570443/ERR570443_2.fastq.gz;,
SAMN11939652,SRR9182777,28901,Salmonella enterica,NextSeq 500,PAIRED,3231050,ftp.sra.ebi.ac.uk/vol1/fastq/SRR918/007/SRR9182777/SRR9182777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR918/007/SRR9182777/SRR9182777_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR918/007/SRR9182777
SAMN06315221,SRR5266297,7656,Paracentrotus lividus,Illumina HiSeq 2500,SINGLE,4554811,ftp.sra.ebi.ac.uk/vol1/fastq/SRR526/007/SRR5266297/SRR5266297.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR526/007/SRR5266297
SAMN07138695,SRR5583149,28901,Salmonella enterica,Illumina MiSeq,PAIRED,944701,ftp.sra.ebi.ac.uk/vol1/fastq/SRR558/009/SRR5583149/SRR5583149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR558/009/SRR5583149/SRR5583149_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR558/009/SRR5583149
SAMN06564700,SRR5349621,73574,Solanum microdontum,Illumina HiSeq 2500,PAIRED,26166455,ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5349621/SRR5349621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5349621/SRR5349621_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5349621
SAMN11463706,SRR8928346,624,Shigella sonnei,Illumina MiSeq,PAIRED,851304,ftp.sra.ebi.ac.uk/vol1/fastq/SRR892/006/SRR8928346/SRR8928346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR892/006/SRR8928346/SRR8928346_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR892/006/SRR8928346
SAMN06255620,SRR5225902,561307,Staphylococcus aureus subsp. aureus RN4220,Illumina MiSeq,PAIRED,37,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5225902/SRR5225902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5225902/SRR5225902_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR522/002/SRR5225902
SAMN05596763,SRR4259070,562,Escherichia coli,NextSeq 500,PAIRED,9871813,ftp.sra.ebi.ac.uk/vol1/fastq/SRR425/000/SRR4259070/SRR4259070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR425/000/SRR4259070/SRR4259070_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR425/000/SRR4259070
SAMN10435386,SRR8198152,28901,Salmonella enterica,Illumina MiSeq,PAIRED,550673,ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/002/SRR8198152/SRR8198152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR819/002/SRR8198152/SRR8198152_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR819/002/SRR8198152
SAMN00743292,SRR357787,9606,Homo sapiens,Illumina Genome Analyzer II,SINGLE,1932876,ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/SRR357787/SRR357787.fastq.gz,ftp.sra.ebi.ac.uk/vol1/srr/SRR357/SRR357787
SAMEA1903389,ERR278933,1280,Staphylococcus aureus,Illumina HiSeq 2000,PAIRED,2565185,ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/ERR278933/ERR278933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR278/ERR278933/ERR278933_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR278/ERR278933
SAMN08948998,SRR7030678,302911,Bifidobacterium animalis subsp. lactis,Illumina MiSeq,PAIRED,903434,ftp.sra.ebi.ac.uk/vol1/fastq/SRR703/008/SRR7030678/SRR7030678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR703/008/SRR7030678/SRR7030678_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR703/008/SRR7030678
SAMN08930307,SRR7001570,28901,Salmonella enterica,Illumina MiSeq,PAIRED,989816,ftp.sra.ebi.ac.uk/vol1/fastq/SRR700/000/SRR7001570/SRR7001570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR700/000/SRR7001570/SRR7001570_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR700/000/SRR7001570
SAMEA38581168,ERR2397214,287,Pseudomonas aeruginosa,HiSeq X Ten,PAIRED,1884732,ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2397214/ERR2397214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2397214/ERR2397214_2.fastq.gz;,
SAMN13491610,SRR10593317,1313,Streptococcus pneumoniae,Illumina HiSeq 2000,PAIRED,1531966,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/017/SRR10593317/SRR10593317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/017/SRR10593317/SRR10593317_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/srr/SRR105/017/SRR10593317
SAMEA6057833,ERR3581168,59201,Salmonella enterica subsp. enterica,Illumina MiSeq,PAIRED,829252,ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3581168/ERR3581168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3581168/ERR3581168_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR358/008/ERR3581168
